11.684103,22.3125,6,39.71154,12.502069,9.87267,0,0,0,0
12.502069,22.306944,6,38.904107,9.87267,11.481278,0,0,0,0
9.87267,22.306111,6,37.249585,11.481278,10.955289,0,0,0,0
11.481278,22.305278,6,35.345531,10.955289,11.509665,0,0,0,0
10.955289,22.305278,6,38.291531,11.509665,9.468337,0,0,0,0
11.509665,22.304167,6,36.704624,9.468337,10.119223,0,0,0,0
9.468337,22.303889,6,39.037679,10.119223,12.106947,0,0,0,0
10.119223,22.303333,6,39.016325,12.106947,10.635349,0,0,0,0
12.106947,22.301667,6,37.12645,10.635349,10.148575,0,0,0,0
10.635349,22.299722,6,37.645631,10.148575,11.054673,0,0,0,0
10.148575,22.297222,6,37.264538,11.054673,11.671571,0,0,0,0
11.054673,22.296667,6,37.375805,11.671571,11.1712,0,0,0,0
11.671571,22.295556,6,33.215028,11.1712,10.52246,0,0,0,0
11.1712,22.293889,6,35.696407,10.52246,10.465716,0,0,0,0
10.52246,22.291389,6,32.89078,10.465716,10.813871,0,0,0,0
10.465716,22.291389,6,33.691528,10.813871,10.978915,0,0,0,0
10.813871,22.291111,6,47.091073,10.978915,10.551985,0,0,0,0
10.978915,22.290833,6,34.751947,10.551985,11.476298,0,0,0,0
10.551985,22.290556,6,36.157757,11.476298,10.399208,0,0,0,0
11.476298,22.289444,6,33.535477,10.399208,10.494077,0,0,0,0
10.399208,22.288611,6,27.603491,10.494077,12.026147,0,0,0,0
10.494077,22.288056,6,35.079954,12.026147,9.710246,0,0,0,0
12.026147,22.2875,6,28.096989,9.710246,10.806651,0,0,0,0
9.710246,22.286944,6,37.835954,10.806651,11.84627,0,0,0,0
10.806651,22.286667,6,33.604107,11.84627,11.538961,0,0,0,0
11.84627,22.286111,6,36.349138,11.538961,11.404281,0,0,0,0
11.538961,22.285833,6,35.219077,11.404281,9.448678,0,0,0,0
11.404281,22.285556,6,34.873349,9.448678,10.738571,0,0,0,0
9.448678,22.285278,6,25.81942,10.738571,11.506163,0,0,0,0
10.738571,22.284722,6,35.414902,11.506163,11.458922,0,0,0,0
11.506163,22.284722,6,36.938038,11.458922,10.909619,0,0,0,0
11.458922,22.284444,6,50.697137,10.909619,10.025142,0,0,0,0
10.909619,22.284167,6,43.074162,10.025142,10.925942,0,0,0,0
10.025142,22.283889,6,36.533936,10.925942,10.168193,0,0,0,0
10.925942,22.283611,6,38.342863,10.168193,10.797834,0,0,0,0
10.168193,22.282778,6,36.88668,10.797834,13.690213,0,0,0,0
10.797834,22.282778,6,30.837521,13.690213,10.1073,0,0,0,0
13.690213,22.282222,6,34.490526,10.1073,11.86671,0,0,0,0
10.1073,22.282222,6,36.687516,11.86671,11.894546,0,0,0,0
11.86671,22.282222,6,33.193596,11.894546,9.677032,0,0,0,0
11.894546,22.281667,6,37.023481,9.677032,10.470023,0,0,0,0
9.677032,22.281389,6,35.748096,10.470023,11.460059,0,0,0,0
10.470023,22.281389,6,29.667871,11.460059,10.60361,0,0,0,0
11.460059,22.281111,6,35.368618,10.60361,12.741993,0,0,0,0
10.60361,22.281111,6,39.36305,12.741993,11.712947,0,0,0,0
12.741993,22.28,6,35.934533,11.712947,10.883874,0,0,0,0
11.712947,22.28,6,36.335158,10.883874,11.276019,0,0,0,0
10.883874,22.28,6,37.355397,11.276019,10.320476,0,0,0,0
11.276019,22.279444,6,36.874783,10.320476,12.089395,0,0,0,0
10.320476,22.278611,6,36.900864,12.089395,11.020024,0,0,0,0
12.089395,22.278056,6,35.695318,11.020024,12.132971,0,0,0,0
11.020024,22.277222,6,38.670842,12.132971,13.039688,0,0,0,0
12.132971,22.277222,6,34.402269,13.039688,12.896563,0,0,0,0
13.039688,22.276667,6,37.422091,12.896563,12.086545,0,0,0,0
12.896563,22.276111,6,34.994361,12.086545,12.075514,0,0,0,0
12.086545,22.274722,6,35.826237,12.075514,10.182661,0,0,0,0
12.075514,22.274444,6,35.260176,10.182661,12.131701,0,0,0,0
10.182661,22.273889,6,37.086737,12.131701,9.334091,0,0,0,0
12.131701,22.272778,6,35.53303,9.334091,10.885955,0,0,0,0
9.334091,22.271389,6,47.76004,10.885955,11.196888,0,0,0,0
10.885955,22.270278,6,35.027446,11.196888,11.350686,0,0,0,0
11.196888,22.269722,6,34.12482,11.350686,12.257716,0,0,0,0
11.350686,22.269444,6,55.547801,12.257716,12.04693,0,0,0,0
12.257716,22.268889,6,33.856435,12.04693,11.970329,0,0,0,0
12.04693,22.2675,6,33.928504,11.970329,9.301751,0,0,0,0
11.970329,22.266944,6,53.94868,9.301751,9.848905,0,0,0,0
9.301751,22.266944,6,36.417535,9.848905,10.313139,0,0,0,0
9.848905,22.266944,6,36.756388,10.313139,11.110438,0,0,0,0
10.313139,22.266667,6,33.187735,11.110438,13.442707,0,0,0,0
11.110438,22.266389,6,34.954381,13.442707,11.535067,0,0,0,0
13.442707,22.266389,6,47.673014,11.535067,13.066677,0,0,0,0
11.535067,22.265278,6,35.094798,13.066677,11.343062,0,0,0,0
13.066677,22.265,6,33.245919,11.343062,11.015397,0,0,0,0
11.343062,22.265,6,36.649655,11.015397,10.974569,0,0,0,0
11.015397,22.265,6,37.341547,10.974569,10.866196,0,0,0,0
10.974569,22.263611,6,44.213313,10.866196,11.774214,0,0,0,0
10.866196,22.2625,6,37.45369,11.774214,10.402192,0,0,0,0
